countyfip,city,sex,age,language,poverty,diffrem,diffphys,diffmob,diffcare,diffeye,diffhear,vetstat,raceethn,diffany
21,not in identifiable city (or size group),male,2,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,4,n/a or blank,239,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,less than 1 year old,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,3,n/a or blank,280,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
25,not in identifiable city (or size group),male,less than 1 year old,n/a or blank,265,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,4,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,1,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,2,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,less than 1 year old,n/a or blank,264,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,4,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,3,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,less than 1 year old,n/a or blank,501,n/a,n/a,n/a,n/a,no,yes,n/a,White NH,1
0,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
3,not in identifiable city (or size group),male,8,english,292,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,308,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,7,portuguese,419,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,7,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,13,english,391,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,portuguese,440,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
3,not in identifiable city (or size group),male,5,english,370,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,english,252,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
3,not in identifiable city (or size group),male,14,english,159,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
21,not in identifiable city (or size group),male,12,english,404,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
21,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,8,greek,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,13,english,127,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,249,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,portuguese,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,117,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,10,english,495,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,13,arabic,323,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,10,english,0,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,10,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,292,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,431,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
23,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,233,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,portuguese,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,english,309,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,8,english,85,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
23,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
27,not in identifiable city (or size group),male,6,english,325,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,portuguese,182,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,10,english,367,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,7,"thai, siamese, lao",501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
21,not in identifiable city (or size group),male,7,english,406,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
27,not in identifiable city (or size group),male,13,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
23,not in identifiable city (or size group),male,14,english,308,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
5,not in identifiable city (or size group),male,13,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
5,not in identifiable city (or size group),male,14,english,191,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,10,english,235,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,10,english,152,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,7,english,284,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,english,283,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,10,english,147,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
21,not in identifiable city (or size group),male,8,english,430,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,russian,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
27,not in identifiable city (or size group),male,5,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,13,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,230,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,188,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,10,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,487,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,10,arabic,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
5,not in identifiable city (or size group),male,5,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,8,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
21,not in identifiable city (or size group),male,8,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,english,331,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,13,english,407,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
23,not in identifiable city (or size group),male,6,english,349,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,8,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,english,397,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,5,english,359,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,11,english,369,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,11,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
13,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,7,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
9,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,9,portuguese,330,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,5,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,12,english,443,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,8,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,italian,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,8,english,329,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
25,not in identifiable city (or size group),male,12,english,234,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,14,english,255,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,12,arabic,230,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,5,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,14,english,399,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
27,not in identifiable city (or size group),male,9,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
21,not in identifiable city (or size group),male,8,english,400,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),male,10,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
21,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
23,not in identifiable city (or size group),male,5,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,White NH,0
